rank,title,author,price,format,rating,review_count,isbn10,isbn13,page_count,category,target_age_range,timestamp,asin,product_url,image_url,category_ranks,source_file,clean_title,reference_asin,category_ranks_dict,primary_category_rank,series_name,book_number,series_asin,standardized_format
4,Where's Stitch?: A Disney search-and-find activity book,Walt Disney,4.0,Paperback,4.7,200.0,1835870260,9781835870266.0,40.0,Comics and Graphic Novels,6-9,2025-01-18T12:28:28.422328,1835870260,https://www.amazon.co.uk/Wheres-Stitch-search-find-activity/dp/1835870260,https://images-eu.ssl-images-amazon.com/images/P/1835870260.01.L.jpg,2 in Puzzle Books for Children | 2 in Hidden Picture Books for Children | 3 in Children's Humorous Comics & Graphic Novels,bestsellers_20250118.csv,Where's Stitch?: A Disney search-and-find activity book,1835870260,{},,,,,Paperback
5,"Bunny vs Monkey: Bunny Bonanza (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year): A Rollicking Rabbit Rumble",Jamie Smart,4.99,Paperback,4.8,450.0,1788453077,9781788453073.0,240.0,Comics and Graphic Novels,7-10,2025-01-18T12:28:28.424535,1788453077,https://www.amazon.co.uk/Bunny-Monkey-million-selling-Illustrator-Rollicking/dp/1788453077,https://images-eu.ssl-images-amazon.com/images/P/1788453077.01.L.jpg,"4 in Children's Animal Comics & Graphic Novels | 5 in Children's Books on Science, Nature & How It Works | 6 in Children's Humorous Comics & Graphic Novels",bestsellers_20250118.csv,"Bunny vs Monkey: Bunny Bonanza (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year): A Rollicking Rabbit Rumble",1788453077,{},,,,,Paperback
6,Dog Man 10: Mothering Heights (the latest book in the million-copy selling Dog Man series!),Dav Pilkey,4.0,Paperback,4.8,25992.0,0702313491,9780702313493.0,240.0,Comics and Graphic Novels,7-9,2025-01-18T12:28:28.427897,0702313491,https://www.amazon.co.uk/Dog-Man-10-Mothering-million-copy/dp/0702313491,https://images-eu.ssl-images-amazon.com/images/P/0702313491.01.L.jpg,3 in Children's Mystery & Detective Comics & Graphic Novels | 3 in Children's Comics & Graphic Novels on Social & Philosophical Topics | 3 in Mysteries & Detective Stories for Children,bestsellers_20250118.csv,Dog Man 10: Mothering Heights (the latest book in the million-copy selling Dog Man series!),0702313491,{},,,,,Paperback
7,"Dog Man 12: The Scarlet Shedder (the latest laugh-out-loud, full-colour book in the million-copy selling series!)",Dav Pilkey,7.0,Hardcover,4.7,6763.0,1338896431,9781338896435.0,224.0,Comics and Graphic Novels,7-10,2025-01-18T12:28:28.429537,1338896431,https://www.amazon.co.uk/Dog-Man-laugh-out-loud-full-colour-million-copy/dp/1338896431,https://images-eu.ssl-images-amazon.com/images/P/1338896431.01.L.jpg,2 in Children's Comics & Graphic Novels on Social & Philosophical Topics | 2 in Super-Hero Graphic Novels | 2 in Mysteries & Detective Stories for Children,bestsellers_20250118.csv,"Dog Man 12: The Scarlet Shedder (the latest laugh-out-loud, full-colour book in the million-copy selling series!)",1338896431,{},,,,,Hardcover
8,"Bunny vs Monkey: The Impossible Pig (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year)",Jamie Smart,5.0,Paperback,4.8,573.0,1788453123,9781788453127.0,240.0,Comics and Graphic Novels,7-10,2025-01-18T12:28:28.431147,1788453123,https://www.amazon.co.uk/Bunny-vs-Monkey-Impossible-Pig/dp/1788453123,https://images-eu.ssl-images-amazon.com/images/P/1788453123.01.L.jpg,5 in Children's Action & Adventure Comics & Graphic Novels | 6 in Children's Animal Comics & Graphic Novels | 50 in Literature & Fiction for Children (Books),bestsellers_20250118.csv,"Bunny vs Monkey: The Impossible Pig (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year)",1788453123,{},,,,,Paperback
9,Dog Man: From the Creator of Captain Underpants (Dog Man #1),Dav Pilkey,8.3,Paperback,4.8,25668.0,1407140396,9781407140391.0,240.0,Comics and Graphic Novels,7-9,2025-01-18T12:28:28.432937,1407140396,https://www.amazon.co.uk/Dog-Man-Dav-Pilkey/dp/1407140396,https://images-eu.ssl-images-amazon.com/images/P/1407140396.01.L.jpg,4 in Children's Mystery & Detective Comics & Graphic Novels | 4 in Children's Action & Adventure Comics & Graphic Novels | 4 in Super-Hero Graphic Novels,bestsellers_20250118.csv,Dog Man: From the Creator of Captain Underpants (Dog Man #1),1407140396,{},,Dog Man,1.0,1407140396,Paperback
10,"Diary of a Wimpy Kid: Big Shot (Book 16) (Diary of a Wimpy Kid, 16)",Jeff Kinney,4.0,Paperback,4.7,11424.0,0241396980,9780241396988.0,240.0,Comics and Graphic Novels,8-11,2025-01-18T12:28:28.434573,0241396980,https://www.amazon.co.uk/Diary-Wimpy-Kid-Shot-Book/dp/0241396980,https://images-eu.ssl-images-amazon.com/images/P/0241396980.01.L.jpg,2 in Children's School Life Comics & Graphic Novels | 8 in Children's Books on School | 10 in Children's Humorous Comics & Graphic Novels,bestsellers_20250118.csv,"Diary of a Wimpy Kid: Big Shot (Book 16) (Diary of a Wimpy Kid, 16)",0241396980,{},,,,,Paperback
11,"Diary of a Wimpy Kid: No Brainer (Book 18) (Diary of a Wimpy Kid, 18)",Jeff Kinney,5.0,Paperback,4.7,6389.0,0241583152,9780241583159.0,240.0,Comics and Graphic Novels,8-12,2025-01-18T12:28:28.436564,0241583152,https://www.amazon.co.uk/Diary-Wimpy-Kid-Brainer-Book/dp/0241583152,https://images-eu.ssl-images-amazon.com/images/P/0241583152.01.L.jpg,6 in Children's Books on School | 8 in Children's Humorous Comics & Graphic Novels | 17 in Fiction About Family for Children,bestsellers_20250118.csv,"Diary of a Wimpy Kid: No Brainer (Book 18) (Diary of a Wimpy Kid, 18)",0241583152,{},,,,,Paperback
12,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Dav Pilkey,8.26,Paperback,4.8,24756.0,1407186604,9781407186603.0,224.0,Comics and Graphic Novels,7-9,2025-01-18T12:28:28.438209,1407186604,https://www.amazon.co.uk/Adventures-Dog-Man-Unleashed/dp/1407186604,https://images-eu.ssl-images-amazon.com/images/P/1407186604.01.L.jpg,1 in Children's Books on Pets | 5 in Children's Mystery & Detective Comics & Graphic Novels | 5 in Superhero Comics for Children,bestsellers_20250118.csv,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),1407186604,{},,Dog Man,2.0,1407186604,Paperback
13,"Diary of a Wimpy Kid: The Meltdown (Book 13) (Diary of a Wimpy Kid, 13)",Jeff Kinney,4.0,Paperback,4.7,28741.0,0241389313,9780241389317.0,240.0,Comics and Graphic Novels,8-11,2025-01-18T12:28:28.440242,0241389313,https://www.amazon.co.uk/Diary-Wimpy-Kid-Meltdown-Book/dp/0241389313,https://images-eu.ssl-images-amazon.com/images/P/0241389313.01.L.jpg,11 in Children's Books on School | 12 in Children's Humorous Comics & Graphic Novels | 19 in Fiction About Friendship for Children,bestsellers_20250118.csv,"Diary of a Wimpy Kid: The Meltdown (Book 13) (Diary of a Wimpy Kid, 13)",0241389313,{},,,,,Paperback
14,"Diary of a Wimpy Kid: Wrecking Ball (Book 14) (Diary of a Wimpy Kid, 14)",Jeff Kinney,4.0,Paperback,4.8,23920.0,0241396921,9780241396926.0,240.0,Comics and Graphic Novels,8-10,2025-01-18T12:28:28.441864,0241396921,https://www.amazon.co.uk/Diary-Wimpy-Kid-Wrecking-Ball/dp/0241396921,https://images-eu.ssl-images-amazon.com/images/P/0241396921.01.L.jpg,10 in Children's Books on School | 11 in Children's Humorous Comics & Graphic Novels | 23 in General Humour,bestsellers_20250118.csv,"Diary of a Wimpy Kid: Wrecking Ball (Book 14) (Diary of a Wimpy Kid, 14)",0241396921,{},,,,,Paperback
15,"Diary of a Wimpy Kid: The Deep End (Book 15) (Diary of a Wimpy Kid, 15)",Jeff Kinney,4.0,Paperback,4.8,49822.0,0241396956,9780241396957.0,240.0,Comics and Graphic Novels,9-11,2025-01-18T12:28:28.445512,0241396956,https://www.amazon.co.uk/Diary-Wimpy-Kid-Deep-Book/dp/0241396956,https://images-eu.ssl-images-amazon.com/images/P/0241396956.01.L.jpg,13 in Children's Humorous Comics & Graphic Novels | 25 in Children's Books on Family Life | 26 in Fiction About Family for Children,bestsellers_20250118.csv,"Diary of a Wimpy Kid: The Deep End (Book 15) (Diary of a Wimpy Kid, 15)",0241396956,{},,,,,Paperback
16,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",Jeff Kinney,4.5,Paperback,4.7,7685.0,0241583101,9780241583104.0,240.0,Comics and Graphic Novels,9-12,2025-01-18T12:28:28.447255,0241583101,https://www.amazon.co.uk/Diary-Wimpy-Kid-Diper-%C3%96verl%C3%B6de/dp/0241583101,https://images-eu.ssl-images-amazon.com/images/P/0241583101.01.L.jpg,12 in Children's Books on School | 14 in Children's Humorous Comics & Graphic Novels | 26 in Children's Books on Family Life,bestsellers_20250118.csv,"Diary of a Wimpy Kid: Diper Överlöde (Book 17) (Diary of a Wimpy Kid, 17)",0241583101,{},,,,,Paperback
17,"Diary of a Wimpy Kid: The Getaway (Book 12) (Diary of a Wimpy Kid, 12)",Jeff Kinney,3.99,Paperback,4.7,27133.0,0141385251,9780141385259.0,240.0,Comics and Graphic Novels,8-11,2025-01-18T12:28:28.449261,0141385251,https://www.amazon.co.uk/Diary-Wimpy-Kid-Getaway-book/dp/0141385251,https://images-eu.ssl-images-amazon.com/images/P/0141385251.01.L.jpg,15 in Children's Humorous Comics & Graphic Novels | 27 in Children's Books on Family Life | 28 in Fiction About Family for Children,bestsellers_20250118.csv,"Diary of a Wimpy Kid: The Getaway (Book 12) (Diary of a Wimpy Kid, 12)",0141385251,{},,,,,Paperback
18,"Bunny vs Monkey 7 Books Collection Set By Jamie Smart (Bunny vs Monkey, Supersonic Aye-aye, The Human Invasion, Rise of the Maniacal Badger, the League of Doom!, Multiverse Mix-up & Machine Mayhem)",Jamie Smart,34.0,Paperback,4.9,103.0,9124331236,9789124331238.0,1760.0,Comics and Graphic Novels,7-10,2025-01-18T12:28:28.450890,9124331236,https://www.amazon.co.uk/Collection-Supersonic-Invasion-Maniacal-Multiverse/dp/9124331236,https://images-eu.ssl-images-amazon.com/images/P/9124331236.01.L.jpg,1 in Children's Fantasy Comics & Graphic Novels,bestsellers_20250118.csv,"Bunny vs Monkey 7 Books Collection Set By Jamie Smart (Bunny vs Monkey, Supersonic Aye-aye, The Human Invasion, Rise of the Maniacal Badger, the League of Doom!, Multiverse Mix-up & Machine Mayhem)",9124331236,{},,,,,Paperback
19,Pokemon Encyclopedia: Updated and Expanded 2024: New updated final edition for 2024! The ultimate fact-packed book for Pokémon fans,Pokémon,8.0,Hardcover,4.8,881.0,0008659257,9780008659257.0,352.0,Comics and Graphic Novels,6-10,2025-01-18T12:28:28.452595,0008659257,https://www.amazon.co.uk/Pokemon-Encyclopedia-Expanded-ultimate-fact-packed/dp/0008659257,https://images-eu.ssl-images-amazon.com/images/P/0008659257.01.L.jpg,1 in Managers' Guides to Computing | 3 in Children's Books on Crafts & Hobbies | 4 in Children's Books on Computer Entertainment & Games,bestsellers_20250118.csv,Pokemon Encyclopedia: Updated and Expanded 2024: New updated final edition for 2024! The ultimate fact-packed book for Pokémon fans,0008659257,{},,,,,Hardcover
20,"Bunny vs Monkey (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year)",Jamie Smart,6.0,Paperback,4.8,1090.0,1788451775,9781788451772.0,256.0,Comics and Graphic Novels,8-9,2025-01-18T12:28:28.454201,1788451775,https://www.amazon.co.uk/Bunny-vs-Monkey-Jamie-Smart/dp/1788451775,https://images-eu.ssl-images-amazon.com/images/P/1788451775.01.L.jpg,"21 in Comics & Graphic Novels for Children | 28 in Children's Books on Science, Nature & How It Works | 37 in General Humour",bestsellers_20250118.csv,"Bunny vs Monkey (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year)",1788451775,{},,,,,Paperback
21,Jokes for 7 Year Olds: Awesome Jokes for 7 Year Olds : Birthday - Christmas Gifts for 7 Year Olds (Funny Jokes for Kids Age 5-12),Linda Summers,2.99,Paperback,4.4,689.0,1913485048,9781913485047.0,51.0,Comics and Graphic Novels,7+,2025-01-18T12:28:28.456886,1913485048,https://www.amazon.co.uk/Jokes-Year-Olds-Birthday-Christmas/dp/1913485048,https://images-eu.ssl-images-amazon.com/images/P/1913485048.01.L.jpg,2 in Short Story Collections for Children | 3 in Jokes & Riddles Humour | 12 in Children's Books on Games,bestsellers_20250118.csv,Jokes for 7 Year Olds: Awesome Jokes for 7 Year Olds : Birthday - Christmas Gifts for 7 Year Olds (Funny Jokes for Kids Age 5-12),1913485048,{},,,,,Paperback
22,My First Padded Board Books of Nursery Rhymes: Illustrated Classic Nursery Rhymes (My First Book),Wonder House Books Editorial,5.99,Board book,4.6,5597.0,9388144201,9789388144209.0,24.0,Comics and Graphic Novels,,2025-01-18T12:28:28.462255,9388144201,https://www.amazon.co.uk/First-Padded-Board-Nursery-Rhymes/dp/9388144201,https://images-eu.ssl-images-amazon.com/images/P/9388144201.01.L.jpg,"1 in Nursery Rhymes for Children (Books) | 1 in Children's Fairy Tales, Folklore, Legends & Mythology Comics & Graphic Novels | 16 in Early Reader's Rhymes, Verse & Wordplay for Children",bestsellers_20250118.csv,My First Padded Board Books of Nursery Rhymes: Illustrated Classic Nursery Rhymes (My First Book),9388144201,{},,,,,Board Book
23,Marvel Spidey and His Amazing Friends Glow in the Dark Sticker Book: With More Than 100 Stickers,DK,4.99,Paperback,4.4,54.0,0241659299,9780241659298.0,16.0,Comics and Graphic Novels,5-7,2025-01-18T12:28:28.464212,0241659299,https://www.amazon.co.uk/Marvel-Spidey-Amazing-Friends-Sticker/dp/0241659299,https://images-eu.ssl-images-amazon.com/images/P/0241659299.01.L.jpg,1 in Nonfiction Comic Books for Children | 1 in Children's Books on Television & Radio | 1 in Children's Books on Film,bestsellers_20250118.csv,Marvel Spidey and His Amazing Friends Glow in the Dark Sticker Book: With More Than 100 Stickers,0241659299,{},,,,,Paperback
24,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,8.99,Paperback,4.8,27638.0,0702303674,9780702303678.0,240.0,Comics and Graphic Novels,7-9,2025-01-18T12:28:28.466043,0702303674,https://www.amazon.co.uk/Dog-Man-Creator-Captain-Underpants/dp/0702303674,https://images-eu.ssl-images-amazon.com/images/P/0702303674.01.L.jpg,6 in Children's Comics & Graphic Novels on Social & Philosophical Topics | 6 in Children's Books on Pets | 7 in Superhero Comics for Children,bestsellers_20250118.csv,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),0702303674,{},,Dog Man,7.0,0702303674,Paperback
25,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,8.27,Paperback,4.8,23674.0,1407191942,9781407191942.0,224.0,Comics and Graphic Novels,7-10,2025-01-18T12:28:28.467665,1407191942,https://www.amazon.co.uk/Dog-Man-Creator-Captain-Underpants/dp/1407191942,https://images-eu.ssl-images-amazon.com/images/P/1407191942.01.L.jpg,5 in Children's Comics & Graphic Novels on Social & Philosophical Topics | 6 in Super-Hero Graphic Novels | 6 in Superhero Comics for Children,bestsellers_20250118.csv,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),1407191942,{},,Dog Man,6.0,1407191942,Paperback
26,Escaping Peril (Wings of Fire #8),Tui T. Sutherland,11.69,Paperback,4.8,442.0,1339001233,9781339001234.0,224.0,Comics and Graphic Novels,8-12,2025-01-18T12:28:28.469765,1339001233,https://www.amazon.co.uk/Escaping-Peril-Wings-Graphic-Novel/dp/1339001233,https://images-eu.ssl-images-amazon.com/images/P/1339001233.01.L.jpg,1 in Comics & Graphics Novels on Social Topics for Young Adults | 1 in Action & Adventure Comics & Graphic Novels for Young Adults | 1 in Paranormal Fantasy for Children,bestsellers_20250118.csv,Escaping Peril (Wings of Fire #8),1339001233,{},,Wings of Fire,8.0,1339001233,Paperback
27,Pokémon Where’s Pikachu? A search & find book: New for 2023: Search and find the perfect gift for fans of Pokémon in this official Pikachu adventure!,Pokemon,6.99,Paperback,4.7,450.0,0008547599,9780008547592.0,40.0,Comics and Graphic Novels,4-8,2025-01-18T12:28:28.480828,0008547599,https://www.amazon.co.uk/Pok%C3%A9mon-Wheres-Pikachu-search-find/dp/0008547599,https://images-eu.ssl-images-amazon.com/images/P/0008547599.01.L.jpg,1 in Comics with Media Tie-Ins for Children | 2 in Children's Interactive Adventures | 2 in Children's Books on the History of Exploration & Discovery,bestsellers_20250118.csv,Pokémon Where’s Pikachu? A search & find book: New for 2023: Search and find the perfect gift for fans of Pokémon in this official Pikachu adventure!,0008547599,{},,,,,Paperback
28,Dog Man: Grime and Punishment: from the bestselling creator of Captain Underpants (Dog Man #9),Dav Pilkey,9.49,Paperback,4.8,47291.0,0702310670,9780702310676.0,240.0,Comics and Graphic Novels,8-10,2025-01-18T12:28:28.483188,0702310670,https://www.amazon.co.uk/Dog-Man-Punishment-bestselling-Underpants/dp/0702310670,https://images-eu.ssl-images-amazon.com/images/P/0702310670.01.L.jpg,8 in Children's Comics & Graphic Novels on Social & Philosophical Topics | 8 in Super-Hero Graphic Novels | 8 in Superhero Comics for Children,bestsellers_20250118.csv,Dog Man: Grime and Punishment: from the bestselling creator of Captain Underpants (Dog Man #9),0702310670,{},,Dog Man,9.0,0702310670,Paperback
29,"Hot Mess: Diary of a Wimpy Kid, Book 19",Jeff Kinney,6.99,Audible Audiobook,4.7,1045.0,,,,Comics and Graphic Novels,,2025-01-18T12:28:28.486153,B0CWVD1STM,https://www.amazon.co.uk/Hot-Mess-Diary-Wimpy-Book/dp/B0CWVD1STM,https://images-eu.ssl-images-amazon.com/images/P/B0CWVD1STM.01.L.jpg,,bestsellers_20250118.csv,"Hot Mess: Diary of a Wimpy Kid, Book 19",B0CWVD1STM,{},,Hot Mess: Diary of a Wimpy Kid,19.0,B0CWVD1STM,Audio
30,Beano Annual 2025,Beano,10.49,Hardcover,4.7,184.0,1845359917,9781845359911.0,112.0,Comics and Graphic Novels,,2025-01-18T12:28:28.487797,1845359917,https://www.amazon.co.uk/Beano-Annual-2025/dp/1845359917,https://images-eu.ssl-images-amazon.com/images/P/1845359917.01.L.jpg,2 in Comics & Graphic Novels for Young Adults | 3 in Humorous Fiction for Young Adults | 14 in Almanacs & Yearbooks (Books),bestsellers_20250118.csv,Beano Annual 2025,1845359917,{},,,,,Hardcover
1,Jonty Gentoo: The Adventures of a Penguin The Number One Bestseller by the creators of Stick Man and Zog,Julia Donaldson,6.49,Hardcover,4.8,300.0,0702329436,9780702329432.0,40.0,"Science, Nature & How It Works",3-6,2025-01-18T12:28:29.526758,0702329436,https://www.amazon.co.uk/Jonty-Gentoo-Adventures-Julia-Donaldson/dp/0702329436,https://images-eu.ssl-images-amazon.com/images/P/0702329436.01.L.jpg,"1 in Early Reader's Rhymes, Verse & Wordplay for Children | 1 in Fiction About Health for Children | 1 in Children's Books on Nature",bestsellers_20250118.csv,Jonty Gentoo: The Adventures of a Penguin The Number One Bestseller by the creators of Stick Man and Zog,0702329436,{},,,,,Hardcover
2,Zog,Julia Donaldson,4.0,Paperback,4.9,11087.0,,9781407170763.0,32.0,"Science, Nature & How It Works",2-5,2025-01-18T12:28:29.528573,1407170767,https://www.amazon.co.uk/Zog-Julia-Donaldson/dp/1407170767,https://images-eu.ssl-images-amazon.com/images/P/1407170767.01.L.jpg,"1 in Children's Books on Royalty | 1 in Dragons, Unicorns & Mythical Creatures Tales for Children | 1 in Children's Books on Mystery & Wonders",bestsellers_20250118.csv,Zog,1407170767,{},,,,,Paperback
3,"The Baddies: the wickedly funny picture book from the creators of Zog and Stick Man, now available in paperback!",Julia Donaldson,4.0,Paperback,4.7,2101.0,0702325066,9780702325069.0,32.0,"Science, Nature & How It Works",3-6,2025-01-18T12:28:29.530477,0702325066,https://www.amazon.co.uk/Baddies-wickedly-creators-available-paperback/dp/0702325066,https://images-eu.ssl-images-amazon.com/images/P/0702325066.01.L.jpg,"1 in Horror & Ghost Stories for Children | 2 in Fairy Tales, Folk Tales & Myths for Children (Books) | 2 in Children's Books on Mystery & Wonders",bestsellers_20250118.csv,"The Baddies: the wickedly funny picture book from the creators of Zog and Stick Man, now available in paperback!",0702325066,{},,,,,Paperback
4,"Bunny vs Monkey: Bunny Bonanza (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year): A Rollicking Rabbit Rumble",Jamie Smart,4.99,Paperback,4.8,450.0,1788453077,9781788453073.0,240.0,"Science, Nature & How It Works",7-10,2025-01-18T12:28:29.532106,1788453077,https://www.amazon.co.uk/Bunny-Monkey-million-selling-Illustrator-Rollicking/dp/1788453077,https://images-eu.ssl-images-amazon.com/images/P/1788453077.01.L.jpg,"4 in Children's Animal Comics & Graphic Novels | 5 in Children's Books on Science, Nature & How It Works | 6 in Children's Humorous Comics & Graphic Novels",bestsellers_20250118.csv,"Bunny vs Monkey: Bunny Bonanza (a Phoenix Comic Book, from the million-selling Jamie Smart, Illustrator of the Year): A Rollicking Rabbit Rumble",1788453077,{},,,,,Paperback
5,Klutz: Lego Chain Reactions: Design and Build Amazing Moving Machines,Pat Murphy,12.99,Spiral-bound,4.5,22592.0,0545703301,9780281079544.0,48.0,"Science, Nature & How It Works",8-12,2025-01-18T12:28:29.534392,0545703301,https://www.amazon.co.uk/Lego-Chain-Reactions-Klutz-Murphy/dp/0545703301,https://images-eu.ssl-images-amazon.com/images/P/0545703301.01.L.jpg,1 in Children's Books on Inventions & Inventors | 1 in Children's Books on Performing Arts | 1 in Electronics & Communications Engineering,bestsellers_20250118.csv,Klutz: Lego Chain Reactions: Design and Build Amazing Moving Machines,0545703301,{},,,,,Spiral-Bound
6,Superworm,Julia Donaldson,4.0,Paperback,4.8,8406.0,,9781407170725.0,32.0,"Science, Nature & How It Works",2-5,2025-01-18T12:28:29.536149,1407170724,https://www.amazon.co.uk/Superworm-Julia-Donaldson/dp/1407170724,https://images-eu.ssl-images-amazon.com/images/P/1407170724.01.L.jpg,2 in Fantasy Adventure for Children | 2 in Children's Books on Nature | 3 in Children's Books on Performing Arts,bestsellers_20250118.csv,Superworm,1407170724,{},,,,,Paperback
7,Julia Donaldson,Julia Donaldson,1.0,Paperback,,,1035059223,9781035059225.0,16.0,"Science, Nature & How It Works",3-7,2025-01-18T12:28:29.538395,1035059223,https://www.amazon.co.uk/Tales-Acorn-Wood-search-find/dp/1035059223,https://images-eu.ssl-images-amazon.com/images/P/1035059223.01.L.jpg,"5 in Hidden Picture Books for Children | 7 in Children's Books on Science, Nature & How It Works | 11 in Stories in Verse for Children (Books)",bestsellers_20250118.csv,Julia Donaldson,1035059223,{},,,,,Paperback
8,Paddington’s Suitcase: Eight funny Paddington Bear picture books for children in a gift-set carry case!,Michael Bond,10.0,Paperback,4.8,3249.0,0007251947,9780007251940.0,192.0,"Science, Nature & How It Works",2-5,2025-01-18T12:28:29.540261,0007251947,https://www.amazon.co.uk/Paddington-Suitcase-Eight-book-Bear/dp/0007251947,https://images-eu.ssl-images-amazon.com/images/P/0007251947.01.L.jpg,1 in Children's Books on Bears | 1 in Children's Books on Emigrants & Immigrants | 1 in Short Story Collections for Children,bestsellers_20250118.csv,Paddington’s Suitcase: Eight funny Paddington Bear picture books for children in a gift-set carry case!,0007251947,{},,,,,Paperback
9,Zog and the Flying Doctors,Julia Donaldson,4.0,Paperback,4.9,9364.0,1407173502,9781407173504.0,32.0,"Science, Nature & How It Works",2-4,2025-01-18T12:28:29.541890,1407173502,https://www.amazon.co.uk/Zog-Flying-Doctors-Julia-Donaldson/dp/1407173502,https://images-eu.ssl-images-amazon.com/images/P/1407173502.01.L.jpg,1 in Children's Early Learning Books on Sense & Sensation | 2 in Children's Books on Jobs & Careers | 3 in Travel Fiction for Children,bestsellers_20250118.csv,Zog and the Flying Doctors,1407173502,{},,,,,Paperback
10,Bluey,Bluey,1.0,Paperback,,,0241734401,9780241734407.0,16.0,"Science, Nature & How It Works",3-6,2025-01-18T12:28:29.546080,0241734401,https://www.amazon.co.uk/Bluey-Blueys-Little-Book-World/dp/0241734401,https://images-eu.ssl-images-amazon.com/images/P/0241734401.01.L.jpg,"2 in TV, Movie & Video Game Adaptations for Children | 5 in Children's Books on Nature | 7 in Children's Books on Dogs",bestsellers_20250118.csv,Bluey,0241734401,{},,,,,Paperback
11,The Last Bear: Winner of the Blue Peter Award – ‘A dazzling debut’ THE TIMES,Hannah Gold,4.5,Paperback,4.7,2603.0,000841131X,9780008411312.0,320.0,"Science, Nature & How It Works",8+,2025-01-18T12:28:29.547854,000841131X,https://www.amazon.co.uk/Last-Bear-stunning-childrens-battle/dp/000841131X,https://images-eu.ssl-images-amazon.com/images/P/000841131X.01.L.jpg,1 in Exploring Polar Regions for Children | 1 in Children's Books on Recycling & Green Living | 2 in Children's Books on Bears,bestsellers_20250118.csv,The Last Bear: Winner of the Blue Peter Award – ‘A dazzling debut’ THE TIMES,000841131X,{},,,,,Paperback
12,"The Gruffalo (The Gruffalo, 1)",Julia Donaldson,6.49,Board book,4.9,16944.0,,9781509830398.0,24.0,"Science, Nature & How It Works",2-4,2025-01-18T12:28:29.549479,1509830391,https://www.amazon.co.uk/Gruffalo-Julia-Donaldson/dp/1509830391,https://images-eu.ssl-images-amazon.com/images/P/1509830391.01.L.jpg,"3 in Horror & Ghost Stories for Children | 4 in Dragons, Unicorns & Mythical Creatures Tales for Children | 5 in Children's Books on Mystery & Wonders",bestsellers_20250118.csv,"The Gruffalo (The Gruffalo, 1)",1509830391,{},,,,,Board Book
13,From the Wizarding Archive: Curated Writing from the World of Harry Potter,J.K. Rowling,17.99,Audible Audiobook,4.4,221.0,,,,"Science, Nature & How It Works",,2025-01-18T12:28:29.551963,B0D8WJ56XZ,https://www.amazon.co.uk/Wizarding-Archive-Curated-Writing-Potter/dp/B0D8WJ56XZ,https://images-eu.ssl-images-amazon.com/images/P/B0D8WJ56XZ.01.L.jpg,,bestsellers_20250118.csv,From the Wizarding Archive: Curated Writing from the World of Harry Potter,B0D8WJ56XZ,{},,,,,Audio
14,"Frog's Day Out: A Lift-the-flap Story (Tales From Acorn Wood, 10)",Julia Donaldson,4.0,Board book,4.8,220.0,103500688X,9781035006885.0,12.0,"Science, Nature & How It Works",2-3,2025-01-18T12:28:29.553587,103500688X,https://www.amazon.co.uk/Frogs-Day-Out-Lift-flap/dp/103500688X,https://images-eu.ssl-images-amazon.com/images/P/103500688X.01.L.jpg,1 in Children's Books on Reptiles & Amphibians | 2 in Children's Books on Frogs & Toads | 6 in Children's Books on Nature,bestsellers_20250118.csv,"Frog's Day Out: A Lift-the-flap Story (Tales From Acorn Wood, 10)",103500688X,{},,,,,Board Book
15,"100% Unofficial Roblox Annual 2025: Brand new gaming annual for 2025 – the perfect companion for kids who love gaming and want to discover tricks, tips, guide and more!",Farshore,2.99,Hardcover,4.7,116.0,0008616957,9780008616953.0,72.0,"Science, Nature & How It Works",6-10,2025-01-18T12:28:29.556177,0008616957,https://www.amazon.co.uk/100-Unofficial-Roblox-Annual-2025/dp/0008616957,https://images-eu.ssl-images-amazon.com/images/P/0008616957.01.L.jpg,1 in Children's Books on Computer Programming | 3 in Children's Books on Video & Electronic Games | 3 in Children's Books on Computer Entertainment & Games,bestsellers_20250118.csv,"100% Unofficial Roblox Annual 2025: Brand new gaming annual for 2025 – the perfect companion for kids who love gaming and want to discover tricks, tips, guide and more!",0008616957,{},,,,,Hardcover
