UserID,SignUpDate,FirstEvent,LatestEvent,EnrollCount,SignupYear,SignUpM,SignUpMonth
42464,2023-07-09 20:11:11,2023-07-17 18:00:00,2023-07-17 18:00:00,1,2023,7,July
42449,2023-07-08 17:44:40,,,,2023,7,July
42415,2023-07-05 22:45:06,2023-07-08 09:30:00,2023-07-08 09:30:00,1,2023,7,July
42413,2023-07-05 22:22:37,2023-07-08 09:30:00,2023-07-17 18:00:00,2,2023,7,July
42382,2023-07-03 22:44:32,,,,2023,7,July
42381,2023-07-03 22:41:42,2023-07-04 18:00:00,2023-07-04 18:00:00,1,2023,7,July
42368,2023-07-02 18:46:18,,,,2023,7,July
42363,2023-07-02 11:11:39,2022-12-31 11:00:00,2023-11-19 12:00:00,2,2023,7,July
42362,2023-07-02 09:52:48,2023-07-02 11:00:00,2024-03-10 12:00:00,3,2023,7,July
42361,2023-07-02 07:29:33,,,,2023,7,July
42352,2023-06-30 17:59:38,2023-07-01 10:00:00,2024-09-24 18:00:00,17,2023,6,June
42345,2023-06-29 23:13:57,2023-07-02 11:00:00,2023-08-13 11:00:00,3,2023,6,June
42337,2023-06-29 13:11:51,2023-07-09 11:00:00,2023-10-15 11:00:00,4,2023,6,June
42335,2023-06-29 10:09:52,2024-03-20 19:00:00,2024-03-20 19:00:00,1,2023,6,June
42309,2023-06-27 08:31:15,,,,2023,6,June
42300,2023-06-26 17:07:51,2023-07-01 10:00:00,2023-07-01 10:00:00,1,2023,6,June
42297,2023-06-26 14:30:57,2023-06-27 18:00:00,2023-06-27 18:00:00,1,2023,6,June
42291,2023-06-25 21:26:29,2023-06-27 18:00:00,2023-06-27 18:00:00,1,2023,6,June
42281,2023-06-24 19:47:30,2023-06-25 11:00:00,2023-06-25 11:00:00,1,2023,6,June
42277,2023-06-24 09:27:54,2023-06-25 11:00:00,2024-06-23 11:00:00,10,2023,6,June
42274,2023-06-23 18:40:41,2023-06-25 11:00:00,2023-07-02 11:00:00,2,2023,6,June
42260,2023-06-22 18:37:27,,,,2023,6,June
42257,2023-06-22 16:35:10,,,,2023,6,June
42248,2023-06-21 19:11:05,2023-06-25 11:00:00,2024-03-17 12:00:00,5,2023,6,June
42222,2023-06-20 15:53:17,,,,2023,6,June
42210,2023-06-19 21:10:32,2023-06-24 10:00:00,2023-06-24 10:00:00,1,2023,6,June
42202,2023-06-18 17:19:04,2023-07-02 11:00:00,2023-11-26 12:00:00,7,2023,6,June
42198,2023-06-17 16:51:13,,,,2023,6,June
42192,2023-06-17 08:14:32,2023-06-26 18:00:00,2023-07-10 18:00:00,2,2023,6,June
42191,2023-06-17 00:20:43,2023-06-17 10:00:00,2023-06-17 10:00:00,1,2023,6,June
42185,2023-06-16 12:35:47,2023-07-09 11:00:00,2023-07-09 11:00:00,1,2023,6,June
42184,2023-06-15 22:15:00,,,,2023,6,June
42183,2023-06-15 17:02:40,2023-06-17 10:00:00,2024-11-30 11:00:00,14,2023,6,June
42182,2023-06-15 16:40:43,2023-06-17 10:00:00,2025-01-20 19:00:00,24,2023,6,June
42177,2023-06-14 22:11:04,2023-07-01 10:00:00,2023-07-01 10:00:00,1,2023,6,June
42171,2023-06-14 12:20:28,,,,2023,6,June
42168,2023-06-14 09:10:29,,,,2023,6,June
42158,2023-06-13 19:05:02,2024-07-30 18:00:00,2024-09-03 18:00:00,3,2023,6,June
42155,2023-06-13 11:05:32,2023-07-09 11:00:00,2023-07-09 11:00:00,1,2023,6,June
42152,2023-06-13 08:02:14,2023-06-13 18:00:00,2023-06-27 18:00:00,2,2023,6,June
42131,2023-06-10 22:10:15,,,,2023,6,June
42130,2023-06-10 19:09:17,2023-06-20 18:00:00,2023-06-20 18:00:00,1,2023,6,June
42128,2023-06-10 17:19:57,2023-06-11 11:00:00,2023-06-11 11:00:00,1,2023,6,June
42127,2023-06-10 17:12:20,2023-06-11 11:00:00,2023-06-11 11:00:00,1,2023,6,June
42123,2023-06-09 18:39:31,2023-06-10 10:00:00,2023-06-10 10:00:00,1,2023,6,June
42122,2023-06-09 18:25:34,2023-06-24 09:30:00,2024-03-09 10:30:00,2,2023,6,June
42121,2023-06-09 18:08:38,2023-06-20 18:00:00,2025-01-21 19:00:00,72,2023,6,June
42120,2023-06-09 16:37:53,,,,2023,6,June
42092,2023-06-06 17:51:51,2023-06-25 11:00:00,2025-01-12 12:00:00,123,2023,6,June
42070,2023-06-05 10:39:51,2023-06-05 18:00:00,2023-06-05 18:00:00,1,2023,6,June
42069,2023-06-05 09:53:06,2023-06-05 18:00:00,2023-06-05 18:00:00,1,2023,6,June
42068,2023-06-05 09:50:40,2023-06-05 18:00:00,2023-09-11 18:00:00,4,2023,6,June
42059,2023-06-04 10:26:58,,,,2023,6,June
42054,2023-06-04 07:33:32,2023-06-06 18:00:00,2023-06-06 18:00:00,1,2023,6,June
42039,2023-06-02 20:31:57,2023-06-05 18:00:00,2023-06-05 18:00:00,1,2023,6,June
42022,2023-06-02 06:18:11,,,,2023,6,June
41997,2023-05-31 16:27:05,2023-06-17 10:00:00,2023-07-24 18:00:00,4,2023,5,May
41996,2023-05-31 16:23:14,2023-06-12 18:00:00,2023-06-12 18:00:00,1,2023,5,May
41982,2023-05-30 15:22:39,2023-05-30 18:00:00,2023-05-30 18:00:00,1,2023,5,May
41966,2023-05-29 16:05:03,2023-06-04 11:00:00,2023-07-23 11:00:00,3,2023,5,May
41960,2023-05-29 05:20:58,,,,2023,5,May
41952,2023-05-28 08:58:37,2023-05-28 11:00:00,2023-05-28 11:00:00,1,2023,5,May
41939,2023-05-26 12:50:03,,,,2023,5,May
41931,2023-05-25 19:08:09,,,,2023,5,May
41891,2023-05-22 20:56:40,2023-05-27 09:30:00,2023-05-27 09:30:00,1,2023,5,May
41890,2023-05-22 19:10:55,2023-05-28 11:00:00,2023-05-28 11:00:00,1,2023,5,May
41876,2023-05-20 21:36:30,2023-05-21 11:00:00,2023-05-22 18:00:00,2,2023,5,May
41871,2023-05-20 16:05:36,,,,2023,5,May
41862,2023-05-19 15:48:33,,,,2023,5,May
41847,2023-05-18 19:08:36,2023-05-21 11:00:00,2023-05-21 11:00:00,1,2023,5,May
41846,2023-05-18 18:40:22,2023-05-21 11:00:00,2023-05-21 11:00:00,1,2023,5,May
41845,2023-05-18 18:36:22,2023-05-21 11:00:00,2024-06-02 11:00:00,4,2023,5,May
41831,2023-05-17 13:47:51,2023-05-18 18:00:00,2023-06-17 10:00:00,3,2023,5,May
41826,2023-05-17 08:27:35,2023-05-20 10:00:00,2023-07-10 18:00:00,2,2023,5,May
41815,2023-05-16 19:17:19,2023-05-23 18:00:00,2023-05-23 18:00:00,1,2023,5,May
41807,2023-05-16 15:41:42,2023-05-16 18:00:00,2023-05-20 09:30:00,2,2023,5,May
41790,2023-05-14 15:44:40,2023-07-10 18:00:00,2023-07-10 18:00:00,1,2023,5,May
41779,2023-05-13 00:04:14,,,,2023,5,May
41777,2023-05-12 22:19:15,,,,2023,5,May
41724,2023-05-08 19:41:18,2023-05-13 10:00:00,2023-06-03 10:00:00,2,2023,5,May
41712,2023-05-08 11:27:50,,,,2023,5,May
41696,2023-05-07 23:05:35,,,,2023,5,May
41691,2023-05-07 13:28:02,2023-05-21 11:00:00,2023-05-21 11:00:00,1,2023,5,May
41688,2023-05-07 10:34:39,2023-05-21 11:00:00,2024-03-17 12:00:00,8,2023,5,May
41682,2023-05-06 21:24:03,,,,2023,5,May
41681,2023-05-06 21:09:49,,,,2023,5,May
41663,2023-05-05 21:23:19,2023-05-06 09:30:00,2023-05-06 09:30:00,1,2023,5,May
41655,2023-05-05 09:13:22,2023-05-06 09:30:00,2023-05-06 09:30:00,1,2023,5,May
41607,2023-05-02 09:35:26,2023-05-02 18:00:00,2023-05-02 18:00:00,1,2023,5,May
41604,2023-05-02 08:05:01,2023-05-02 18:00:00,2023-05-16 18:00:00,2,2023,5,May
41602,2023-05-01 22:14:38,2023-05-21 11:00:00,2023-05-21 11:00:00,1,2023,5,May
41579,2023-04-30 12:22:27,,,,2023,4,April
41573,2023-04-29 19:51:20,,,,2023,4,April
41567,2023-04-28 19:09:34,2023-04-29 10:00:00,2023-04-29 10:00:00,1,2023,4,April
41540,2023-04-27 11:45:48,,,,2023,4,April
41502,2023-04-25 15:19:16,2023-04-25 18:00:00,2023-07-03 18:00:00,2,2023,4,April
41416,2023-04-20 13:15:29,2023-04-22 10:00:00,2023-04-29 10:00:00,2,2023,4,April
41385,2023-04-16 21:21:57,2023-04-17 18:00:00,2023-04-17 18:00:00,1,2023,4,April
41353,2023-04-15 00:01:41,2023-04-17 18:00:00,2023-04-17 18:00:00,1,2023,4,April
41250,2023-04-11 13:20:21,,,,2023,4,April
41195,2023-04-08 04:49:51,,,,2023,4,April
41191,2023-04-07 13:04:58,2023-04-08 09:30:00,2024-12-21 10:30:00,26,2023,4,April
41182,2023-04-06 19:15:25,2023-04-08 09:30:00,2023-04-08 09:30:00,1,2023,4,April
41090,2023-04-03 09:23:27,2023-04-03 18:00:00,2024-06-02 11:00:00,2,2023,4,April
41068,2023-04-02 08:09:45,2023-04-04 18:00:00,2023-04-11 18:00:00,2,2023,4,April
40951,2023-03-28 12:14:44,,,,2023,3,March
40935,2023-03-27 17:22:00,,,,2023,3,March
40928,2023-03-27 09:11:11,,,,2023,3,March
40919,2023-03-26 21:20:42,,,,2023,3,March
40917,2023-03-26 19:38:27,2023-03-27 18:00:00,2023-03-27 18:00:00,1,2023,3,March
40906,2023-03-26 10:38:40,,,,2023,3,March
40833,2023-03-23 15:27:56,,,,2023,3,March
40830,2023-03-23 14:47:27,,,,2023,3,March
40724,2023-03-17 11:51:58,2023-03-19 11:00:00,2024-02-10 10:30:00,5,2023,3,March
40640,2023-03-12 19:57:06,,,,2023,3,March
40570,2023-03-09 10:16:05,,,,2023,3,March
40549,2023-03-07 21:39:12,,,,2023,3,March
40441,2023-03-02 21:45:49,2023-03-04 10:30:00,2023-03-04 10:30:00,1,2023,3,March
40420,2023-03-01 12:30:20,2023-03-04 10:30:00,2024-11-09 10:30:00,46,2023,3,March
40386,2023-02-27 21:07:44,2023-03-05 11:00:00,2023-09-23 11:00:00,5,2023,2,February
40382,2023-02-27 15:17:36,2023-02-28 19:00:00,2023-02-28 19:00:00,1,2023,2,February
40326,2023-02-24 14:41:14,2023-02-25 10:30:00,2023-02-25 10:30:00,1,2023,2,February
40301,2023-02-23 00:27:39,,,,2023,2,February
40283,2023-02-21 13:46:52,2023-02-28 19:00:00,2023-04-11 18:00:00,3,2023,2,February
40233,2023-02-18 15:02:27,,,,2023,2,February
40176,2023-02-16 15:20:13,2023-02-19 11:00:00,2023-10-25 18:00:00,8,2023,2,February
40155,2023-02-15 23:00:49,2023-03-04 10:30:00,2023-03-04 10:30:00,1,2023,2,February
40153,2023-02-15 20:28:48,2023-02-19 11:00:00,2023-02-19 11:00:00,1,2023,2,February
40103,2023-02-14 02:02:11,,,,2023,2,February
40045,2023-02-11 23:14:35,,,,2023,2,February
40012,2023-02-11 20:44:18,,,,2023,2,February
39995,2023-02-11 11:04:56,2023-02-11 11:00:00,2023-02-11 11:00:00,1,2023,2,February
39987,2023-02-11 08:58:41,,,,2023,2,February
39983,2023-02-10 22:10:36,,,,2023,2,February
39970,2023-02-10 09:34:33,2024-09-03 18:00:00,,,2023,2,February
39945,2023-02-08 18:18:57,,,,2023,2,February
39938,2023-02-08 09:25:06,,,,2023,2,February
39904,2023-02-06 18:11:54,2023-02-06 19:00:00,2023-02-06 19:00:00,1,2023,2,February
39882,2023-02-05 19:08:24,,,,2023,2,February
39870,2023-02-04 20:49:47,2023-02-05 11:00:00,2023-02-05 11:00:00,1,2023,2,February
39847,2023-02-04 08:14:10,2023-02-04 11:00:00,2023-02-25 11:00:00,4,2023,2,February
39836,2023-02-03 11:49:23,2023-02-06 19:00:00,2023-02-06 19:00:00,1,2023,2,February
39811,2023-02-01 18:55:29,,,,2023,2,February
39751,2023-01-30 11:25:46,,,,2023,1,January
39709,2023-01-28 17:54:55,2023-01-29 11:00:00,2023-01-29 11:00:00,1,2023,1,January
39708,2023-01-28 15:25:20,2023-01-29 11:00:00,2024-10-28 19:00:00,34,2023,1,January
39611,2023-01-23 23:16:34,,,,2023,1,January
39592,2023-01-22 19:23:19,2023-12-09 10:00:00,,,2023,1,January
39577,2023-01-22 07:19:51,2023-01-22 11:00:00,2023-01-22 11:00:00,1,2023,1,January
39569,2023-01-21 17:27:39,,,,2023,1,January
39560,2023-01-21 11:41:15,2023-01-23 19:00:00,2023-02-07 19:00:00,5,2023,1,January
39508,2023-01-19 14:19:59,,,,2023,1,January
39492,2023-01-18 15:06:20,,,,2023,1,January
39482,2023-01-18 00:43:29,2023-02-05 11:00:00,2024-01-28 12:00:00,17,2023,1,January
39478,2023-01-17 21:07:46,2023-02-05 11:00:00,2023-03-05 11:00:00,3,2023,1,January
39462,2023-01-17 10:45:33,2023-01-21 10:30:00,2023-01-21 10:30:00,1,2023,1,January
39454,2023-01-16 22:38:22,,,,2023,1,January
39414,2023-01-15 10:15:16,,,,2023,1,January
39265,2023-01-09 15:43:39,2023-01-14 11:00:00,2023-03-11 11:00:00,4,2023,1,January
39246,2023-01-08 19:07:26,2023-03-07 19:00:00,2023-03-07 19:00:00,1,2023,1,January
39245,2023-01-08 18:31:20,2023-01-21 10:30:00,2023-01-21 10:30:00,1,2023,1,January
39244,2023-01-08 17:15:15,2023-01-21 10:30:00,2023-01-21 10:30:00,1,2023,1,January
39234,2023-01-08 13:01:01,2023-01-21 10:30:00,2023-01-21 10:30:00,1,2023,1,January
39228,2023-01-08 10:06:12,2023-01-21 10:30:00,2023-01-21 10:30:00,1,2023,1,January
39169,2023-01-06 19:37:12,2023-01-08 11:00:00,2023-01-08 11:00:00,1,2023,1,January
39110,2023-01-04 23:41:09,,,,2023,1,January
39107,2023-01-04 21:00:20,2023-01-08 11:00:00,2023-02-05 11:00:00,3,2023,1,January
39099,2023-01-04 14:45:15,,,,2023,1,January
39092,2023-01-04 08:35:37,2023-01-17 19:00:00,2024-06-04 18:00:00,2,2023,1,January
39048,2023-01-03 01:46:23,,,,2023,1,January
38991,2022-12-31 19:25:16,,,,2022,12,December
38989,2022-12-31 11:26:08,2023-01-21 10:30:00,2023-01-21 10:30:00,1,2022,12,December
38988,2022-12-31 10:46:00,2023-01-21 10:30:00,2023-01-21 10:30:00,1,2022,12,December
38911,2022-12-28 18:04:20,,,,2022,12,December
38888,2022-12-27 16:31:38,,,,2022,12,December
38557,2022-11-29 17:03:55,,,,2022,11,November
38537,2022-11-27 18:12:00,,,,2022,11,November
38522,2022-11-26 17:37:48,,,,2022,11,November
38480,2022-11-23 02:27:05,,,,2022,11,November
38454,2022-11-21 12:46:13,,,,2022,11,November
38414,2022-11-18 11:17:27,,,,2022,11,November
38396,2022-11-16 22:48:39,,,,2022,11,November
38389,2022-11-16 11:58:47,,,,2022,11,November
38386,2022-11-16 09:27:02,2022-11-19 11:00:00,2022-11-19 11:00:00,1,2022,11,November
38385,2022-11-16 09:23:34,2022-11-19 11:00:00,2022-11-19 11:00:00,1,2022,11,November
38366,2022-11-14 13:31:19,2022-11-19 10:00:00,2022-11-19 10:00:00,1,2022,11,November
38355,2022-11-13 19:49:48,,,,2022,11,November
38348,2022-11-12 12:48:24,,,,2022,11,November
38346,2022-11-12 10:56:10,,,,2022,11,November
38342,2022-11-12 09:20:01,2022-11-26 11:00:00,2022-11-26 11:00:00,1,2022,11,November
38295,2022-11-08 17:57:35,2022-11-08 19:00:00,2022-11-08 19:00:00,1,2022,11,November
38293,2022-11-08 13:17:56,2022-11-08 19:00:00,2022-11-08 19:00:00,1,2022,11,November
38291,2022-11-08 11:59:44,2022-11-08 19:00:00,2022-11-08 19:00:00,1,2022,11,November
38286,2022-11-07 22:05:17,2022-11-08 19:00:00,2023-01-21 10:30:00,7,2022,11,November
38215,2022-11-05 00:20:47,,,,2022,11,November
38201,2022-11-03 21:33:26,2022-11-05 11:00:00,2022-11-05 11:00:00,1,2022,11,November
38167,2022-11-01 18:59:25,2022-11-01 19:00:00,2022-11-01 19:00:00,1,2022,11,November
38164,2022-11-01 16:35:20,2022-11-01 19:00:00,2022-11-01 19:00:00,1,2022,11,November
38129,2022-10-30 19:05:58,,,,2022,10,October
38098,2022-10-29 20:01:21,,,,2022,10,October
37953,2022-10-24 16:19:27,,,,2022,10,October
37880,2022-10-22 23:19:38,,,,2022,10,October
37877,2022-10-22 17:45:53,,,,2022,10,October
37859,2022-10-22 08:58:29,2022-10-22 10:00:00,2022-10-22 10:00:00,1,2022,10,October
37855,2022-10-22 07:28:30,2022-10-22 10:00:00,2022-10-22 10:00:00,1,2022,10,October
37755,2022-10-17 16:21:25,2022-10-17 18:00:00,2022-10-22 10:00:00,2,2022,10,October
37711,2022-10-16 00:23:10,,,,2022,10,October
37694,2022-10-14 21:21:29,2023-03-26 10:00:00,2023-06-11 11:00:00,4,2022,10,October
37626,2022-10-11 20:03:19,2024-12-14 10:30:00,2024-12-17 19:00:00,2,2022,10,October
37566,2022-10-08 20:10:05,2022-10-09 10:00:00,2022-10-09 10:00:00,1,2022,10,October
37565,2022-10-08 20:00:06,,,,2022,10,October
37562,2022-10-08 17:42:53,,,,2022,10,October
37539,2022-10-07 11:44:47,,,,2022,10,October
37533,2022-10-06 22:43:21,,,,2022,10,October
37512,2022-10-05 20:56:57,2022-10-09 10:00:00,2022-10-09 10:00:00,1,2022,10,October
37508,2022-10-05 18:03:18,2022-10-08 10:00:00,2022-10-08 10:00:00,1,2022,10,October
37491,2022-10-04 18:02:59,2022-10-04 18:00:00,2022-10-11 18:00:00,2,2022,10,October
37490,2022-10-04 16:21:02,2022-10-04 18:00:00,2023-09-20 18:00:00,2,2022,10,October
37487,2022-10-04 14:39:52,2022-10-04 18:00:00,2022-10-04 18:00:00,1,2022,10,October
37479,2022-10-03 22:40:47,2022-10-04 18:00:00,2022-10-25 18:00:00,3,2022,10,October
37458,2022-10-02 12:37:09,,,,2022,10,October
37457,2022-10-02 11:58:02,2022-10-08 09:00:00,2022-10-08 09:00:00,1,2022,10,October
37402,2022-09-30 21:29:59,2022-10-02 10:00:00,2022-10-02 10:00:00,1,2022,9,September
37382,2022-09-29 16:06:45,2022-10-01 10:00:00,2022-10-01 10:00:00,1,2022,9,September
37373,2022-09-28 19:50:51,2022-10-01 10:00:00,2022-10-01 10:00:00,1,2022,9,September
37363,2022-09-28 08:59:38,,,,2022,9,September
37301,2022-09-24 15:40:36,,,,2022,9,September
37287,2022-09-23 19:54:41,2022-09-24 09:00:00,2022-09-24 09:00:00,1,2022,9,September
37281,2022-09-23 14:18:10,,,,2022,9,September
37259,2022-09-22 02:08:59,2022-09-24 09:00:00,2022-09-24 09:00:00,1,2022,9,September
37248,2022-09-21 11:13:03,2022-09-24 09:00:00,2022-09-24 09:00:00,1,2022,9,September
37247,2022-09-21 11:08:33,2022-09-24 09:00:00,2022-09-24 09:00:00,1,2022,9,September
37240,2022-09-20 20:00:09,2022-09-24 09:00:00,2022-09-24 09:00:00,1,2022,9,September
37221,2022-09-19 14:57:42,2022-10-01 10:00:00,2024-02-26 19:00:00,17,2022,9,September
37214,2022-09-18 15:36:34,2022-09-24 09:00:00,2022-09-24 09:00:00,1,2022,9,September
37203,2022-09-18 07:23:50,,,,2022,9,September
37186,2022-09-17 10:00:58,2022-09-17 10:00:00,2022-09-17 10:00:00,1,2022,9,September
37180,2022-09-16 23:05:13,,,,2022,9,September
37177,2022-09-16 21:19:54,2022-09-17 09:00:00,2022-09-17 09:00:00,1,2022,9,September
37140,2022-09-14 15:49:28,2022-10-01 10:00:00,2022-10-01 10:00:00,1,2022,9,September
37110,2022-09-13 10:59:50,,,,2022,9,September
37103,2022-09-12 22:33:36,2022-09-17 10:00:00,2022-09-17 10:00:00,1,2022,9,September
37093,2022-09-12 11:51:33,,,,2022,9,September
37090,2022-09-12 09:57:50,2022-09-13 18:00:00,2022-12-03 11:00:00,6,2022,9,September
37083,2022-09-11 16:49:18,,,,2022,9,September
37061,2022-09-10 15:13:36,,,,2022,9,September
37045,2022-09-10 05:29:18,,,,2022,9,September
37038,2022-09-09 18:52:10,,,,2022,9,September
37005,2022-09-08 10:45:57,,,,2022,9,September
36941,2022-09-05 21:38:41,2022-09-06 18:00:00,2022-10-04 18:00:00,2,2022,9,September
36937,2022-09-05 20:03:08,,,,2022,9,September
36936,2022-09-05 19:19:27,2022-09-06 18:00:00,2022-09-06 18:00:00,1,2022,9,September
36914,2022-09-04 16:08:23,2022-09-05 18:00:00,2023-07-29 10:00:00,39,2022,9,September
36898,2022-09-04 07:51:39,,,,2022,9,September
36891,2022-09-04 06:10:02,,,,2022,9,September
36890,2022-09-03 23:36:29,,,,2022,9,September
36877,2022-09-02 22:53:37,2022-09-04 10:00:00,2022-09-04 10:00:00,1,2022,9,September
36876,2022-09-02 20:31:53,2022-09-03 10:00:00,2023-05-02 18:00:00,2,2022,9,September
36875,2022-09-02 20:28:53,,,,2022,9,September
36794,2022-08-31 10:09:01,,,,2022,8,August
36785,2022-08-30 20:20:16,,,,2022,8,August
36742,2022-08-29 06:50:55,,,,2022,8,August
36730,2022-08-28 11:23:22,2022-08-28 10:00:00,2022-08-28 10:00:00,1,2022,8,August
36687,2022-08-25 20:01:09,,,,2022,8,August
36654,2022-08-24 23:18:00,2022-08-27 09:00:00,2022-08-27 09:00:00,1,2022,8,August
36643,2022-08-24 17:48:26,,,,2022,8,August
36583,2022-08-22 19:43:49,,,,2022,8,August
36572,2022-08-22 15:46:06,2022-08-22 18:00:00,2022-09-26 18:00:00,2,2022,8,August
36546,2022-08-21 21:52:23,2022-08-22 18:00:00,2023-09-05 18:00:00,3,2022,8,August
36545,2022-08-21 21:51:38,2022-08-22 18:00:00,2022-08-22 18:00:00,1,2022,8,August
36538,2022-08-21 12:28:06,2022-08-27 09:00:00,2022-08-27 09:00:00,1,2022,8,August
36524,2022-08-20 10:00:17,2022-08-20 10:00:00,2022-08-20 10:00:00,1,2022,8,August
36515,2022-08-19 19:24:59,2022-08-20 09:00:00,2022-09-03 09:00:00,3,2022,8,August
36455,2022-08-17 13:59:04,,,,2022,8,August
36445,2022-08-17 09:01:52,,,,2022,8,August
36431,2022-08-16 21:21:40,2022-08-27 10:00:00,,,2022,8,August
36401,2022-08-16 15:31:20,2022-08-16 18:00:00,2022-08-16 18:00:00,1,2022,8,August
36369,2022-08-15 20:19:19,2022-08-16 18:00:00,2024-07-13 09:30:00,5,2022,8,August
36360,2022-08-15 14:55:07,2022-08-15 18:00:00,2022-08-15 18:00:00,1,2022,8,August
36359,2022-08-15 14:32:46,2022-08-15 18:00:00,2022-09-05 18:00:00,2,2022,8,August
36356,2022-08-15 12:50:13,2022-08-15 18:00:00,2022-08-15 18:00:00,1,2022,8,August
36348,2022-08-15 08:04:52,2022-08-15 18:00:00,2022-08-15 18:00:00,1,2022,8,August
36327,2022-08-13 21:54:07,2022-08-28 10:00:00,2022-09-25 10:00:00,3,2022,8,August
36326,2022-08-13 20:03:56,2022-08-14 10:00:00,2022-08-14 10:00:00,1,2022,8,August
36324,2022-08-13 18:26:18,2022-08-14 10:00:00,2022-08-14 10:00:00,1,2022,8,August
36267,2022-08-09 19:05:50,2022-08-09 18:00:00,2022-08-09 18:00:00,1,2022,8,August
36241,2022-08-08 16:12:05,,,,2022,8,August
36231,2022-08-08 10:08:58,,,,2022,8,August
36210,2022-08-06 22:20:07,,,,2022,8,August
36196,2022-08-05 14:12:00,2022-08-09 18:00:00,2022-08-30 18:00:00,2,2022,8,August
36193,2022-08-05 10:23:51,2022-08-07 10:00:00,2022-08-07 10:00:00,1,2022,8,August
36188,2022-08-05 07:45:24,,,,2022,8,August
36177,2022-08-04 13:43:09,2022-08-04 18:00:00,2022-08-04 18:00:00,1,2022,8,August
36158,2022-08-03 18:12:03,2022-08-09 18:00:00,2022-08-09 18:00:00,1,2022,8,August
36130,2022-08-02 16:43:46,2022-08-02 18:00:00,2023-06-06 18:00:00,9,2022,8,August
36101,2022-08-01 20:59:53,,,,2022,8,August
36086,2022-08-01 05:08:41,,,,2022,8,August
36079,2022-07-31 18:41:02,2022-08-01 18:00:00,2022-08-01 18:00:00,1,2022,7,July
36074,2022-07-31 14:28:23,,,,2022,7,July
36063,2022-07-30 14:43:57,,,,2022,7,July
36045,2022-07-29 13:57:48,2022-07-23 09:00:00,2022-07-23 09:00:00,1,2022,7,July
36041,2022-07-29 10:19:01,2022-07-30 09:00:00,2022-07-30 09:00:00,1,2022,7,July
36032,2022-07-28 22:26:34,,,,2022,7,July
35965,2022-07-25 21:51:43,2022-07-30 09:00:00,2023-05-06 09:30:00,14,2022,7,July
35959,2022-07-25 15:04:17,,,,2022,7,July
35933,2022-07-23 09:28:20,2022-07-24 10:00:00,2022-10-16 10:00:00,9,2022,7,July
35905,2022-07-21 14:20:19,,,,2022,7,July
35899,2022-07-21 08:34:20,2022-07-24 10:00:00,2022-07-24 10:00:00,1,2022,7,July
35897,2022-07-20 22:25:26,2022-07-21 18:00:00,2022-07-21 18:00:00,1,2022,7,July
35894,2022-07-20 17:04:34,2022-07-21 18:00:00,2022-07-21 18:00:00,1,2022,7,July
35880,2022-07-19 19:54:41,2022-07-24 10:00:00,2022-07-31 10:00:00,2,2022,7,July
35874,2022-07-19 15:07:39,2022-08-23 18:00:00,2024-09-18 18:00:00,103,2022,7,July
35863,2022-07-18 19:17:39,,,,2022,7,July
35838,2022-07-16 17:06:32,2022-07-17 10:00:00,2022-07-24 10:00:00,2,2022,7,July
35831,2022-07-16 09:04:31,,,,2022,7,July
35798,2022-07-14 14:35:35,,,,2022,7,July
35790,2022-07-13 21:24:27,,,,2022,7,July
35783,2022-07-13 12:16:31,,,,2022,7,July
35780,2022-07-12 23:35:14,2022-07-31 10:00:00,2022-07-31 10:00:00,1,2022,7,July
35761,2022-07-11 16:54:18,2022-07-11 18:00:00,2022-07-11 18:00:00,1,2022,7,July
35702,2022-07-07 08:41:09,,,,2022,7,July
35701,2022-07-07 08:21:31,,,,2022,7,July
35698,2022-07-07 05:45:37,2022-07-07 18:00:00,2025-01-13 19:00:00,61,2022,7,July
35674,2022-07-05 19:09:26,,,,2022,7,July
35652,2022-07-04 15:21:05,2022-07-04 18:00:00,2022-07-04 18:00:00,1,2022,7,July
35643,2022-07-04 05:30:15,,,,2022,7,July
35619,2022-07-02 10:40:55,,,,2022,7,July
35596,2022-06-30 16:31:30,2022-07-23 09:00:00,2022-07-23 09:00:00,1,2022,6,June
35584,2022-06-29 14:06:15,2022-07-23 09:00:00,2022-07-23 09:00:00,1,2022,6,June
35583,2022-06-29 14:04:07,2022-07-23 09:00:00,2022-07-23 09:00:00,1,2022,6,June
35581,2022-06-29 12:46:42,2022-06-30 18:00:00,2022-06-30 18:00:00,1,2022,6,June
35580,2022-06-29 12:45:57,2022-06-30 18:00:00,2022-06-30 18:00:00,1,2022,6,June
35563,2022-06-28 11:49:09,,,,2022,6,June
35546,2022-06-27 16:27:43,2022-06-27 18:00:00,2022-06-27 18:00:00,1,2022,6,June
35537,2022-06-27 00:34:16,,,,2022,6,June
35536,2022-06-26 18:52:52,2022-06-27 18:00:00,2022-07-04 18:00:00,2,2022,6,June
35532,2022-06-26 12:21:16,,,,2022,6,June
35529,2022-06-26 10:40:15,2022-06-27 18:00:00,2022-06-27 18:00:00,1,2022,6,June
35527,2022-06-26 08:30:19,2022-06-26 10:00:00,2022-06-26 10:00:00,1,2022,6,June
35516,2022-06-25 12:38:24,,,,2022,6,June
35512,2022-06-24 20:54:48,,,,2022,6,June
35476,2022-06-22 12:38:38,2022-06-30 18:00:00,2022-06-30 18:00:00,1,2022,6,June
